TIME_OF_DAY,TEMPERATURE,HUMIDITY,CO2_INFRAREDSENSOR,CO2_ELECTROCHEMICALSENSOR,METALOXIDESENSOR_UNIT1,METALOXIDESENSOR_UNIT2,METALOXIDESENSOR_UNIT3,METALOXIDESENSOR_UNIT4,CO_GASSENSOR,SESSION_ID,HVAC_OPERATION_MODE,AMBIENT_LIGHT_LEVEL,ACTIVITY_LEVEL
morning,17.54,51.89,125.07,581.3,503.35,755.09,714.08,653.52,1.0,9184,maintenance mode,bright,moderate activity
morning,17.61,51.42,124.98,585.35,488.44,745.29,704.08,655.04,1.0,9184,eco mode,bright,moderate activity
morning,17.53,52.09,127.05,579.77,498.84,740.41,704.41,658.91,1.0,9184,maintenance mode,moderate,moderate activity
morning,17.51,52.11,122.04,578.64,490.88,751.75,713.4,648.7,1.0,9184,cooling active,very bright,moderate activity
morning,17.58,51.99,125.82,580.16,479.86,741.83,701.81,640.79,1.0,9184,cooling active,moderate,moderate activity
evening,24.61,50.78,108.99,549.36,481.63,709.89,669.56,590.22,1.0,3592,heating active,bright,low activity
morning,17.51,51.42,122.5,582.95,504.5,743.3,703.3,649.99,1.0,9184,heating active,very dim,low activity
afternoon,17.98,51.42,108.6,598.15,501.41,726.7,712.33,647.17,1.0,9658,cooling active,bright,low activity
night,20.79,48.36,118.44,598.94,470.66,738.84,695.43,607.36,2.0,2105,maintenance mode,very dim,high activity
morning,17.54,51.42,127.47,584.78,490.78,726.7,704.79,647.09,1.0,9184,maintenance mode,bright,moderate activity
morning,17.61,50.74,121.41,582.54,500.99,742.53,691.94,634.73,1.0,9184,cooling active,bright,moderate activity
morning,17.51,51.75,121.38,577.96,477.21,734.51,683.39,619.67,1.0,9184,heating active,very bright,high activity
morning,17.47,52.09,126.75,582.53,485.11,730.56,663.94,607.96,1.0,9184,cooling active,bright,moderate activity
night,19.48,53.0,129.35,589.14,437.19,727.59,700.53,609.62,1.0,6847,cooling active,very bright,moderate activity
morning,17.26,52.85,121.2,582.26,477.84,715.99,665.33,593.77,2.0,9184,maintenance mode,very bright,moderate activity
evening,22.9,46.62,111.64,589.2,484.59,724.15,692.11,614.27,1.0,9658,ventilation only,moderate,moderate activity
afternoon,17.65,51.42,96.57,604.52,426.94,766.57,718.08,641.86,0.0,2105,maintenance mode,very bright,high activity
morning,17.44,52.49,121.55,580.41,464.38,714.7,662.01,590.62,2.0,9184,cooling active,bright,low activity
morning,19.02,49.1,127.97,578.54,470.57,711.92,651.82,600.69,1.0,9184,eco mode,moderate,low activity
morning,18.01,51.83,125.35,577.53,465.16,713.21,655.45,594.59,3.0,9184,heating active,very bright,low activity
evening,23.83,50.4,109.21,539.69,411.62,730.69,657.85,582.74,2.0,4703,eco mode,bright,low activity
morning,18.08,51.42,122.08,582.06,469.34,714.3,661.63,590.13,2.0,9184,ventilation only,moderate,low activity
morning,17.45,52.84,120.76,577.54,460.68,713.97,672.31,598.86,2.0,9184,heating active,moderate,low activity
evening,22.16,45.51,111.5,589.59,446.15,741.81,705.68,641.15,1.0,5820,heating active,bright,low activity
morning,18.85,51.42,111.04,582.76,501.42,741.68,695.46,641.98,1.0,1826,cooling active,very bright,high activity
morning,17.22,51.42,128.06,578.24,496.37,723.28,676.51,591.05,2.0,9184,eco mode,dim,high activity
night,20.17,53.12,96.12,604.3,470.67,740.58,696.75,603.45,1.0,9127,ventilation only,bright,moderate activity
afternoon,17.58,47.21,78.19,602.62,532.94,760.18,723.34,663.23,0.0,3418,heating active,bright,low activity
morning,16.9,53.85,118.29,581.06,483.11,725.29,666.51,604.05,2.0,9184,ventilation only,very bright,low activity
morning,16.8,51.42,113.24,581.87,497.89,736.12,674.31,607.24,2.0,9184,ventilation only,very bright,low activity
morning,16.89,53.86,119.02,575.71,488.45,730.52,679.39,610.32,2.0,9184,maintenance mode,moderate,high activity
evening,23.61,51.6,102.1,540.82,459.48,707.28,664.61,588.36,2.0,1458,eco mode,bright,low activity
night,18.36,54.01,135.98,586.53,490.08,731.55,688.21,624.78,1.0,7963,eco mode,very dim,moderate activity
morning,16.96,51.42,122.62,581.52,500.54,732.54,672.5,599.75,2.0,9184,ventilation only,dim,low activity
morning,17.2,53.04,122.78,581.29,488.56,732.77,686.36,618.11,2.0,9184,heating active,very bright,low activity
night,20.91,58.02,125.76,549.64,474.8,710.32,667.49,598.93,1.0,8936,maintenance mode,very bright,low activity
morning,17.05,53.43,120.56,586.75,493.94,731.72,675.42,601.77,2.0,9184,eco mode,bright,high activity
afternoon,18.21,51.42,82.29,594.6,524.74,748.91,725.65,636.71,1.0,5172,eco mode,very dim,moderate activity
afternoon,19.07,49.18,116.63,571.47,490.56,736.67,667.91,600.9,2.0,9184,off,bright,moderate activity
afternoon,24.39,51.42,115.85,577.95,466.67,718.93,678.43,617.26,1.0,4507,off,bright,moderate activity
afternoon,19.27,49.09,118.09,580.93,487.81,727.58,683.17,609.07,2.0,9184,cooling active,dim,moderate activity
afternoon,18.97,49.85,122.83,576.43,471.78,725.26,677.14,602.91,2.0,9184,off,very dim,high activity
afternoon,22.82,51.42,110.89,555.96,453.19,744.91,674.65,626.35,1.0,4703,cooling active,moderate,low activity
afternoon,18.94,51.42,124.97,580.03,486.13,733.55,682.37,617.3,2.0,9184,heating active,bright,low activity
afternoon,18.62,50.79,124.85,578.82,479.65,724.18,675.21,614.69,1.0,9184,heating active,very bright,moderate activity
night,19.55,56.4,142.98,561.44,389.0,718.51,670.14,585.03,2.0,8649,maintenance mode,very bright,moderate activity
afternoon,18.33,51.86,123.31,575.33,479.11,730.14,676.13,612.62,2.0,9184,maintenance mode,dim,high activity
afternoon,21.21,53.36,96.49,579.98,478.38,726.14,685.29,606.39,1.0,1903,heating active,bright,moderate activity
afternoon,18.84,51.42,129.19,576.95,477.64,736.09,666.08,615.87,2.0,9184,heating active,bright,low activity
afternoon,18.61,51.28,125.02,576.88,478.61,727.32,672.13,612.03,2.0,9184,ventilation only,bright,moderate activity
night,20.47,54.84,120.57,550.75,445.41,726.7,674.98,600.52,2.0,9385,maintenance mode,moderate,high activity
morning,19.09,49.38,100.15,577.04,461.97,737.26,706.77,632.09,3.0,5172,heating active,very bright,high activity
evening,22.13,45.46,114.29,596.79,442.59,737.49,697.71,634.7,1.0,5820,eco mode,dim,moderate activity
morning,17.9,51.42,125.21,580.26,476.39,715.0,662.83,583.68,3.0,9184,ventilation only,bright,high activity
afternoon,19.91,50.56,129.86,579.82,471.38,716.19,662.71,603.48,2.0,9184,maintenance mode,very bright,low activity
afternoon,20.05,50.26,127.93,576.75,466.21,722.57,675.23,592.51,2.0,9184,ventilation only,very bright,low activity
afternoon,20.2,51.42,129.91,579.16,459.12,720.01,672.14,603.06,2.0,9184,off,very bright,low activity
afternoon,20.47,51.42,127.91,577.36,481.14,714.52,669.84,602.6,2.0,9184,eco mode,very bright,low activity
afternoon,20.52,49.54,120.37,574.33,481.72,724.34,663.79,599.85,2.0,9184,cooling active,very bright,moderate activity
evening,23.12,55.04,131.59,544.2,414.49,692.18,645.36,570.88,2.0,8936,heating active,very bright,low activity
afternoon,20.76,49.22,121.75,579.25,477.05,726.7,676.52,614.18,2.0,9184,heating active,bright,low activity
afternoon,21.0,44.27,99.62,582.88,488.29,724.73,693.48,612.62,2.0,2679,eco mode,very bright,low activity
afternoon,20.85,49.21,124.3,579.81,475.75,726.7,678.76,606.6,1.0,9184,eco mode,very bright,moderate activity
morning,19.21,52.88,110.16,553.37,479.89,724.02,684.03,618.24,1.0,2847,cooling active,dim,moderate activity
afternoon,21.69,51.42,130.98,581.42,468.84,721.69,686.14,604.51,2.0,9184,eco mode,moderate,low activity
afternoon,21.92,47.39,126.31,581.42,487.83,722.77,663.47,594.32,2.0,9184,eco mode,very dim,low activity
afternoon,21.89,47.48,126.86,581.15,469.89,724.96,675.45,596.86,2.0,9184,ventilation only,bright,low activity
evening,21.74,48.09,97.87,559.26,497.67,738.56,697.14,633.2,1.0,2586,heating active,dim,low activity
afternoon,21.85,47.91,126.24,572.47,480.48,715.57,667.57,587.18,1.0,9184,cooling active,very bright,low activity
morning,18.9,51.49,111.13,596.74,475.22,747.43,702.32,634.91,1.0,8374,heating active,very bright,high activity
afternoon,20.87,50.51,122.94,578.43,475.39,721.38,671.47,595.28,2.0,9184,maintenance mode,moderate,high activity
afternoon,20.52,51.49,122.16,575.85,472.28,715.38,664.35,614.46,2.0,9184,off,bright,high activity
afternoon,20.45,51.76,120.59,584.05,478.21,727.33,665.52,609.65,2.0,9184,cooling active,very bright,moderate activity
afternoon,20.38,52.03,122.66,575.58,469.08,728.35,666.87,600.72,2.0,9184,off,bright,low activity
afternoon,20.12,51.42,116.53,574.81,481.79,720.8,662.67,596.57,2.0,9184,cooling active,moderate,low activity
afternoon,20.23,53.07,124.52,578.66,472.85,717.75,669.35,604.35,2.0,9184,ventilation only,very bright,moderate activity
afternoon,20.22,51.42,123.3,569.59,477.24,721.68,678.33,611.39,2.0,9184,off,bright,moderate activity
afternoon,21.01,51.42,124.44,574.22,492.11,722.57,669.69,600.25,2.0,9184,cooling active,very dim,moderate activity
afternoon,21.34,50.52,126.23,568.94,458.36,717.53,680.08,611.06,1.0,9184,ventilation only,dim,moderate activity
evening,22.87,45.65,100.83,594.91,488.44,733.35,692.62,625.51,1.0,3418,ventilation only,bright,high activity
morning,18.96,55.65,112.15,572.41,445.87,722.33,689.73,622.04,2.0,8649,cooling active,bright,low activity
morning,19.63,56.81,128.0,565.69,396.55,694.25,638.35,553.11,2.0,6528,cooling active,moderate,low activity
afternoon,22.02,49.65,122.97,578.5,462.7,714.39,666.43,601.48,2.0,9184,eco mode,very bright,low activity
afternoon,22.2,49.43,130.79,575.99,472.98,724.74,666.8,607.56,2.0,9184,maintenance mode,very bright,low activity
morning,19.0,51.25,112.33,593.37,473.13,741.3,702.89,643.63,1.0,8374,cooling active,bright,moderate activity
evening,21.11,52.41,129.92,575.5,463.97,726.7,677.45,601.14,2.0,9184,cooling active,bright,low activity
evening,21.22,53.09,136.04,572.63,441.45,713.84,667.79,592.57,2.0,9184,cooling active,very bright,low activity
evening,23.65,49.36,141.03,545.65,467.25,699.75,635.07,558.51,2.0,7058,cooling active,bright,low activity
evening,21.12,52.94,124.83,575.0,466.2,712.22,670.68,580.56,2.0,9184,heating active,very bright,low activity
evening,21.43,52.65,132.98,566.71,458.1,726.7,666.61,581.28,2.0,9184,eco mode,very dim,low activity
evening,21.66,51.16,114.79,596.73,471.63,732.54,687.44,608.23,1.0,5693,cooling active,bright,low activity
afternoon,18.72,50.91,84.46,568.9,509.96,746.47,707.72,635.0,0.0,2847,eco mode,moderate,low activity
evening,22.75,49.56,138.45,569.82,460.77,708.8,663.67,587.18,2.0,9184,maintenance mode,bright,low activity
evening,22.79,51.42,134.68,577.83,459.94,709.51,668.63,588.2,2.0,9184,eco mode,very bright,low activity
night,21.48,52.09,131.27,572.97,410.09,712.92,665.63,583.51,1.0,1826,heating active,bright,low activity
evening,22.73,51.42,132.6,569.73,454.67,706.5,655.15,591.62,2.0,9184,heating active,moderate,low activity
evening,22.73,50.03,127.57,564.11,454.38,726.7,661.53,589.12,2.0,9184,off,moderate,moderate activity
evening,22.59,50.46,132.85,577.14,457.74,710.14,657.9,590.94,2.0,9184,ventilation only,very bright,low activity
evening,21.53,51.42,134.99,573.83,454.99,701.64,664.14,583.34,2.0,9184,ventilation only,very bright,low activity
night,21.1,53.95,118.51,558.22,428.36,710.85,665.65,594.89,1.0,9385,ventilation only,very bright,low activity
morning,18.34,55.86,100.62,606.92,500.14,739.86,698.77,631.95,1.0,1482,maintenance mode,bright,moderate activity
evening,21.64,51.42,133.67,571.91,455.22,726.7,663.49,582.95,2.0,9184,ventilation only,dim,low activity
evening,21.63,53.56,137.14,576.86,459.22,706.95,670.7,606.63,2.0,9184,off,very bright,low activity
evening,21.6,53.74,133.54,569.47,461.29,712.42,663.46,597.08,1.0,9184,cooling active,very bright,low activity
afternoon,23.49,46.03,115.13,599.09,457.58,747.62,698.42,633.04,1.0,9127,maintenance mode,bright,low activity
night,20.58,53.41,102.71,554.95,463.54,743.24,656.16,604.45,1.0,4703,maintenance mode,very bright,low activity
morning,19.05,55.79,118.71,602.41,499.35,726.7,705.83,612.72,1.0,5693,cooling active,very dim,moderate activity
afternoon,19.09,52.07,103.25,561.62,511.24,743.95,704.46,637.97,1.0,2847,cooling active,very dim,high activity
afternoon,23.24,51.63,115.09,549.87,480.47,726.7,663.12,593.0,2.0,7058,eco mode,bright,high activity
evening,23.51,49.82,139.15,569.53,392.58,690.28,631.86,564.41,2.0,9184,off,moderate,low activity
evening,23.23,50.34,135.26,572.01,401.34,696.21,638.29,553.48,2.0,9184,ventilation only,very bright,low activity
evening,23.1,50.64,130.64,571.73,402.65,686.82,633.59,567.26,1.0,9184,eco mode,very bright,low activity
evening,23.08,50.78,141.17,574.56,405.17,683.03,646.84,569.56,2.0,9184,ventilation only,bright,low activity
evening,23.94,51.42,117.03,598.23,423.3,717.9,678.48,606.54,1.0,9658,cooling active,bright,high activity
evening,22.83,51.49,136.67,571.35,415.42,697.45,639.34,560.91,2.0,9184,off,moderate,low activity
evening,23.94,48.86,136.96,570.58,416.82,692.56,645.09,563.45,2.0,9184,ventilation only,dim,low activity
evening,22.15,53.82,140.53,570.96,404.65,726.7,641.86,562.36,2.0,9184,off,moderate,low activity
evening,22.11,54.03,133.08,570.2,429.81,689.47,633.19,549.74,2.0,9184,ventilation only,very bright,low activity
evening,22.18,53.93,134.0,571.35,430.68,694.82,649.07,554.78,2.0,9184,cooling active,bright,low activity
evening,22.29,53.71,136.19,570.34,414.97,692.35,642.51,562.95,2.0,9184,heating active,moderate,low activity
evening,22.44,53.44,137.17,572.07,432.09,695.7,639.39,567.03,2.0,9184,maintenance mode,dim,low activity
night,21.96,54.61,137.24,562.08,418.16,694.75,636.86,556.88,1.0,1903,ventilation only,very bright,low activity
evening,24.36,49.32,142.24,572.24,434.16,698.81,642.63,567.85,2.0,9184,heating active,bright,low activity
evening,24.3,51.42,137.67,565.67,432.27,726.7,641.19,586.29,2.0,9184,eco mode,bright,low activity
evening,23.83,50.44,141.85,567.18,424.71,694.68,630.96,564.75,2.0,9184,eco mode,very bright,low activity
evening,23.61,50.64,135.15,567.68,430.19,693.3,636.6,566.35,2.0,9184,maintenance mode,moderate,low activity
night,23.19,52.57,119.03,554.12,471.58,699.52,662.72,587.05,1.0,3592,eco mode,very bright,low activity
evening,23.73,50.03,140.98,565.99,436.99,692.87,645.86,565.98,2.0,9184,cooling active,bright,low activity
evening,23.86,49.62,138.92,569.83,441.08,697.34,634.33,575.44,2.0,9184,ventilation only,very bright,moderate activity
evening,24.29,51.42,128.8,571.33,437.39,691.78,651.46,566.96,1.0,9184,maintenance mode,bright,moderate activity
evening,23.79,49.35,139.3,570.35,432.9,698.08,651.76,572.62,2.0,9184,maintenance mode,very bright,low activity
evening,24.24,48.32,135.87,571.95,455.7,696.45,650.52,572.92,2.0,9184,cooling active,very dim,low activity
afternoon,19.54,53.32,95.38,571.2,410.02,719.39,664.54,571.46,1.0,6528,eco mode,very bright,low activity
evening,23.85,49.08,132.35,572.75,438.42,726.7,643.01,574.23,2.0,9184,ventilation only,moderate,low activity
night,21.27,53.03,99.68,544.65,488.88,727.66,657.57,587.38,1.0,4703,off,very bright,low activity
evening,23.43,49.86,138.04,570.3,449.15,705.59,646.19,586.27,2.0,9184,cooling active,bright,low activity
night,22.51,51.73,139.88,569.28,450.78,702.44,651.11,576.85,2.0,9184,cooling active,bright,low activity
night,22.54,51.76,142.26,570.56,448.32,703.62,646.57,575.68,2.0,9184,eco mode,bright,low activity
night,22.36,52.15,139.89,566.63,441.2,726.7,652.2,583.44,2.0,9184,eco mode,very bright,low activity
night,22.46,51.87,139.42,574.52,440.79,702.92,654.81,580.68,2.0,9184,cooling active,very bright,low activity
night,22.13,52.59,138.26,568.49,438.15,710.51,649.41,571.19,2.0,9184,off,moderate,low activity
night,22.19,51.42,147.05,568.49,427.53,694.81,647.27,578.86,1.0,9184,ventilation only,bright,low activity
night,22.04,52.74,145.52,565.07,421.47,726.7,644.78,576.17,2.0,9184,cooling active,bright,low activity
night,21.77,53.28,141.02,573.31,445.66,700.02,662.36,583.45,2.0,9184,eco mode,very bright,low activity
afternoon,19.67,48.6,82.66,618.58,527.61,759.87,722.6,663.72,1.0,1482,ventilation only,very bright,moderate activity
night,21.45,54.0,142.46,570.1,439.39,698.76,651.31,572.48,2.0,9184,maintenance mode,dim,low activity
night,21.43,53.99,144.04,570.13,447.17,704.14,658.44,578.18,2.0,9184,ventilation only,moderate,low activity
night,21.52,53.6,142.9,567.21,452.68,700.27,646.42,587.69,2.0,9184,off,very bright,low activity
night,21.23,54.3,149.0,570.06,440.58,726.7,649.56,582.15,2.0,9184,eco mode,bright,low activity
night,21.32,54.06,142.6,567.99,434.96,703.13,658.4,579.5,2.0,9184,eco mode,bright,moderate activity
evening,23.99,47.04,105.66,601.32,477.63,717.46,688.16,598.17,1.0,9127,maintenance mode,very bright,moderate activity
night,21.18,54.45,145.35,569.38,437.94,726.7,653.85,576.88,2.0,9184,ventilation only,dim,low activity
night,20.96,56.3,116.45,599.3,416.04,725.13,660.18,603.61,3.0,7241,maintenance mode,moderate,low activity
night,19.31,51.4,118.41,590.04,462.37,745.66,707.08,642.68,1.0,9658,ventilation only,moderate,moderate activity
night,20.92,54.83,149.73,566.22,443.98,703.03,658.96,578.06,2.0,9184,off,dim,moderate activity
night,20.93,54.87,144.73,565.87,443.04,726.7,657.17,588.83,1.0,9184,off,very bright,low activity
night,20.87,51.42,146.94,570.96,447.46,703.53,650.94,586.07,2.0,9184,maintenance mode,very dim,low activity
night,19.81,56.0,146.68,559.11,411.72,712.67,680.23,588.77,2.0,8649,maintenance mode,very bright,low activity
morning,16.64,49.74,115.31,582.53,491.79,726.7,700.12,656.65,1.0,8052,ventilation only,bright,moderate activity
night,20.84,54.74,143.87,566.11,448.5,707.32,650.08,598.98,2.0,9184,eco mode,moderate,low activity
night,20.79,54.63,145.47,568.48,454.18,726.7,655.67,584.46,2.0,9184,cooling active,dim,low activity
night,20.79,51.42,142.49,570.59,446.26,699.4,654.12,580.7,2.0,9184,ventilation only,very bright,moderate activity
night,20.64,51.42,142.08,567.44,445.53,702.89,660.7,575.43,2.0,9184,maintenance mode,very bright,low activity
night,20.57,55.08,147.09,574.18,446.94,705.99,657.08,577.84,2.0,9184,eco mode,bright,low activity
morning,17.2,53.04,122.78,581.29,488.56,732.77,686.36,618.11,2.0,9184,heating active,very bright,low activity
night,22.19,50.13,127.86,573.27,370.45,688.67,643.89,563.69,2.0,7395,maintenance mode,moderate,low activity
night,20.42,55.13,138.41,566.14,446.56,711.09,654.71,589.75,1.0,4507,maintenance mode,very bright,low activity
afternoon,23.36,47.53,104.34,585.23,490.87,729.42,697.17,624.42,1.0,1826,eco mode,very bright,high activity
afternoon,19.84,46.68,101.52,603.09,484.98,749.87,690.28,639.29,0.0,5820,off,bright,low activity
night,20.27,51.42,143.02,565.92,449.68,719.4,659.01,582.45,1.0,4507,eco mode,bright,moderate activity
night,20.27,55.29,143.55,566.78,452.26,706.76,661.06,584.22,1.0,4507,cooling active,bright,low activity
afternoon,18.56,51.03,123.57,581.16,489.46,740.84,676.72,613.01,2.0,9184,ventilation only,very bright,moderate activity
night,20.77,57.18,127.76,557.93,449.22,705.92,636.64,587.21,1.0,4761,cooling active,very bright,low activity
